"family","species","month","year","x","y"
"Elephantidae","Loxodonta africana",10,2025,37.021959,-7.239421
"Felidae","Panthera leo",10,2025,35.14243,-1.97159
"Bovidae","Syncerus caffer",11,2024,35.895974,-3.652754
"Felidae","Panthera leo",10,2025,35.644171,-3.180433
"Elephantidae","Loxodonta africana",10,2025,35.241485,-1.932821
"Felidae","Panthera leo",9,2019,35.415762,-3.062257
"Elephantidae","Loxodonta africana",9,2025,34.862614,-2.276381
"Rhinocerotidae","Diceros bicornis",6,2023,35.487835,-3.316749
"Felidae","Panthera leo",10,2025,36.015333,-3.649152
"Bovidae","Syncerus caffer",10,2025,37.032723,-7.348178
"Bovidae","Syncerus caffer",10,2025,34.851337,-2.501405
"Felidae","Panthera pardus",10,2025,34.883708,-2.559233
"Rhinocerotidae","Diceros bicornis",10,2025,35.497877,-3.241565
"Elephantidae","Loxodonta africana",9,2025,35.690298,-3.438883
"Felidae","Panthera leo",10,2025,36.242819,-5.778907
"Bovidae","Syncerus caffer",10,2025,34.856724,-7.705558
"Bovidae","Syncerus caffer",10,2025,35.543244,-3.292927
"Bovidae","Syncerus caffer",9,2025,35.484292,-3.161001
"Felidae","Panthera leo",9,2024,34.860689,-2.208219
"Elephantidae","Loxodonta africana",9,2024,36.128345,-3.93604
"Elephantidae","Loxodonta africana",2,2010,35.507121,-3.05084
"Felidae","Panthera leo",2,2010,35.564408,-3.133239
"Bovidae","Syncerus caffer",10,2025,36.887237,-3.352859
"Felidae","Panthera leo",10,2025,34.803365,-2.440596
"Felidae","Panthera leo",9,2024,36.092521,-3.846516
"Felidae","Panthera leo",9,2025,36.000487,-4.089132
"Felidae","Panthera leo",9,2024,34.764627,-2.293787
"Bovidae","Syncerus caffer",2,2010,35.519476,-3.003993
"Bovidae","Syncerus caffer",10,2025,38.781833,-5.905529
"Felidae","Panthera leo",9,2025,34.984934,-2.387273
"Felidae","Panthera pardus",10,2025,34.977004,-2.587638
"Bovidae","Syncerus caffer",10,2025,36.890011,-3.287893
"Elephantidae","Loxodonta africana",9,2024,34.647123,-2.46105
"Felidae","Panthera leo",9,2024,34.960625,-2.37452
"Felidae","Panthera leo",9,2025,34.996695,-2.38527
"Felidae","Panthera leo",9,2025,35.467651,-3.173743
"Felidae","Panthera pardus",9,2024,36.026162,-3.804644
"Rhinocerotidae","Diceros bicornis",9,2025,35.548076,-3.143165
"Felidae","Panthera leo",9,2025,35.637358,-3.797064
"Bovidae","Syncerus caffer",9,2024,35.430963,-3.172872
"Felidae","Panthera leo",9,2024,34.998794,-2.21949
"Elephantidae","Loxodonta africana",9,2025,36.08004,-3.856013
"Elephantidae","Loxodonta africana",9,2025,36.083176,-3.476003
"Felidae","Panthera leo",9,2024,35.583945,-3.114619
"Felidae","Panthera pardus",9,2024,36.018531,-3.828673
"Elephantidae","Loxodonta africana",2,2010,36.115503,-4.144169
"Rhinocerotidae","Diceros bicornis",9,2024,35.442358,-3.135542
"Elephantidae","Loxodonta africana",9,2025,34.646682,-1.863504
"Felidae","Panthera pardus",9,2025,34.912395,-2.251709
"Felidae","Panthera pardus",10,2025,34.91801,-2.500607
"Felidae","Panthera leo",10,2025,34.836067,-2.455663
"Elephantidae","Loxodonta africana",10,2025,36.190246,-3.993128
"Bovidae","Syncerus caffer",9,2025,35.5544,-3.004746
"Felidae","Panthera leo",9,2025,35.450829,-3.066748
"Felidae","Panthera leo",9,2025,35.719859,-3.706942
"Bovidae","Syncerus caffer",9,2025,35.475021,-3.296779
"Bovidae","Syncerus caffer",10,2025,36.05423,-4.087721
"Elephantidae","Loxodonta africana",10,2025,35.957902,-3.935125
"Felidae","Panthera leo",9,2025,34.373679,-2.120236
"Bovidae","Syncerus caffer",9,2025,34.257401,-2.041853
"Felidae","Panthera leo",10,2025,36.153307,-4.13365
"Felidae","Panthera leo",9,2025,38.384655,-7.629396
"Elephantidae","Loxodonta africana",10,2025,36.127506,-3.798098
"Elephantidae","Loxodonta africana",9,2025,38.287747,-7.74784
"Felidae","Panthera leo",10,2025,36.149119,-4.04857
"Felidae","Panthera leo",9,2025,34.349313,-2.078688
"Elephantidae","Loxodonta africana",9,2025,34.391544,-2.011035
"Felidae","Panthera leo",7,2025,34.816159,-1.656685
"Rhinocerotidae","Diceros bicornis",8,2023,34.911253,-6.365634
"Felidae","Panthera leo",9,2025,34.678757,-1.811967
"Elephantidae","Loxodonta africana",2,2020,36.161142,-3.675065
"Elephantidae","Loxodonta africana",10,2024,34.752556,-1.945101
"Elephantidae","Loxodonta africana",9,2025,36.105871,-4.069203
"Bovidae","Syncerus caffer",9,2025,38.776205,-6.217681
"Elephantidae","Loxodonta africana",10,2024,34.676529,-1.942614
"Elephantidae","Loxodonta africana",10,2024,34.62038,-1.952536
"Felidae","Panthera pardus",9,2025,34.620288,-1.856147
"Elephantidae","Loxodonta africana",9,2025,38.780608,-6.239695
"Felidae","Panthera leo",9,2025,34.502431,-2.536473
"Rhinocerotidae","Diceros bicornis",2,2025,35.460745,-3.053641
"Bovidae","Syncerus caffer",9,2025,34.536768,-2.565638
"Felidae","Panthera leo",7,2025,35.907153,-3.662325
"Felidae","Panthera leo",3,2025,35.42543,-3.06499
"Felidae","Panthera pardus",3,2025,36.023446,-4.144522
"Felidae","Panthera leo",9,2025,34.454744,-2.461296
"Felidae","Panthera leo",7,2025,35.99107,-3.601915
"Felidae","Panthera leo",9,2025,34.566208,-2.458388
"Felidae","Panthera pardus",9,2025,34.498708,-2.50501
"Rhinocerotidae","Diceros bicornis",9,2025,35.417115,-3.273069
"Felidae","Panthera pardus",9,2025,34.429059,-2.498922
"Felidae","Panthera leo",9,2025,35.463579,-3.199014
"Felidae","Panthera leo",2,2025,35.402754,-3.066838
"Elephantidae","Loxodonta africana",9,2025,34.918163,-2.587249
"Elephantidae","Loxodonta africana",7,2025,36.161328,-4.099208
"Elephantidae","Loxodonta africana",7,2025,35.929487,-3.673361
"Felidae","Panthera leo",9,2025,34.453834,-2.429504
"Elephantidae","Loxodonta africana",7,2025,34.91909,-2.408887
"Felidae","Panthera pardus",9,2025,34.638882,-2.742454
"Felidae","Panthera leo",8,2025,35.585696,-3.01092
"Elephantidae","Loxodonta africana",9,2024,36.163317,-3.74316
"Elephantidae","Loxodonta africana",10,2015,36.166006,-4.072576
"Felidae","Panthera leo",10,2015,34.922882,-2.301868
"Felidae","Panthera leo",9,2024,34.854506,-2.641313
"Felidae","Panthera leo",4,2025,35.075474,-3.132808
"Felidae","Panthera leo",7,2025,34.728525,-2.617999
"Felidae","Panthera pardus",8,2025,34.808936,-2.266066
"Felidae","Panthera leo",8,2008,36.071709,-4.17309
"Felidae","Panthera pardus",10,2015,34.892009,-2.242582
"Felidae","Panthera leo",10,2015,34.927234,-2.396849
"Bovidae","Syncerus caffer",9,2024,34.843742,-2.297766
"Elephantidae","Loxodonta africana",3,2025,35.146501,-2.49912
"Felidae","Panthera leo",2,2025,34.972714,-2.570623
"Bovidae","Syncerus caffer",2,2025,35.497054,-3.066939
"Felidae","Panthera leo",7,2025,34.986869,-2.418108
"Felidae","Panthera leo",8,2025,35.588367,-3.169119
"Bovidae","Syncerus caffer",10,2015,35.2786,-3.112023
"Felidae","Panthera leo",10,2015,35.215799,-3.047131
"Elephantidae","Loxodonta africana",10,2015,36.051163,-4.197464
"Felidae","Panthera leo",1,2020,35.598667,-3.077813
"Elephantidae","Loxodonta africana",8,2008,36.199413,-4.081464
"Felidae","Panthera pardus",1,2020,34.672067,-2.378601
"Bovidae","Syncerus caffer",9,2025,34.836226,-2.255254
"Elephantidae","Loxodonta africana",10,2015,36.19118,-4.036455
"Felidae","Panthera leo",1,2020,34.783759,-2.240894
"Bovidae","Syncerus caffer",10,2015,35.294687,-3.004153
"Felidae","Panthera leo",8,2008,36.120436,-4.001481
"Elephantidae","Loxodonta africana",4,2025,35.411787,-3.21847
"Elephantidae","Loxodonta africana",7,2025,34.94935,-2.692552
"Felidae","Panthera leo",8,2025,34.880219,-2.260396
"Rhinocerotidae","Diceros bicornis",10,2015,35.28739,-3.123251
"Felidae","Panthera leo",9,2025,34.855661,-1.672469
"Elephantidae","Loxodonta africana",4,2018,35.507137,-3.124708
"Felidae","Panthera pardus",9,2024,34.805161,-2.452746
"Felidae","Panthera leo",10,2015,36.120771,-4.05806
"Felidae","Panthera leo",10,2015,34.950473,-2.399736
"Elephantidae","Loxodonta africana",2,2025,35.505789,-3.171363
"Bovidae","Syncerus caffer",8,2025,34.63338,-2.188168
"Bovidae","Syncerus caffer",9,2025,34.819285,-2.527828
"Felidae","Panthera leo",8,2025,34.885663,-2.224738
"Elephantidae","Loxodonta africana",7,2025,35.878185,-3.664712
"Bovidae","Syncerus caffer",8,2024,36.945289,-3.392536
"Felidae","Panthera pardus",4,2018,34.855357,-2.407157
"Bovidae","Syncerus caffer",1,2020,34.8507,-2.234974
"Felidae","Panthera leo",8,2008,35.976098,-3.720355
"Elephantidae","Loxodonta africana",1,2020,34.943333,-2.359247
"Elephantidae","Loxodonta africana",10,2015,34.913489,-2.243447
"Rhinocerotidae","Diceros bicornis",1,2020,35.405902,-3.155776
"Elephantidae","Loxodonta africana",8,2008,35.89326,-3.650067
"Felidae","Panthera pardus",9,2025,34.906407,-1.710839
"Felidae","Panthera pardus",8,2022,34.992302,-2.213265
"Felidae","Panthera leo",8,2008,35.515879,-3.198733
"Bovidae","Syncerus caffer",8,2008,35.57938,-3.170614
"Felidae","Panthera leo",2,2025,35.522647,-3.159718
"Felidae","Panthera leo",8,2025,34.658147,-1.887867
"Bovidae","Syncerus caffer",9,2025,31.260525,-6.885527
"Felidae","Panthera pardus",8,2025,34.874725,-7.70895
"Elephantidae","Loxodonta africana",9,2025,31.260525,-6.885527
"Felidae","Panthera pardus",9,2025,31.260525,-6.885527
"Elephantidae","Loxodonta africana",9,2025,31.260525,-6.885527
"Felidae","Panthera pardus",9,2025,31.260525,-6.885527
"Felidae","Panthera pardus",9,2025,31.260525,-6.885527
"Elephantidae","Loxodonta africana",9,2025,31.260525,-6.885527
"Elephantidae","Loxodonta africana",9,2025,31.260525,-6.885527
"Felidae","Panthera leo",8,2025,34.874725,-7.70895
"Bovidae","Syncerus caffer",8,2025,34.874725,-7.70895
"Bovidae","Syncerus caffer",9,2025,31.260525,-6.885527
"Elephantidae","Loxodonta africana",9,2025,31.260525,-6.885527
"Bovidae","Syncerus caffer",9,2025,31.260525,-6.885527
"Felidae","Panthera pardus",9,2025,31.260525,-6.885527
"Bovidae","Syncerus caffer",8,2025,34.874725,-7.70895
"Bovidae","Syncerus caffer",9,2025,31.260525,-6.885527
"Elephantidae","Loxodonta africana",8,2025,34.874725,-7.70895
"Elephantidae","Loxodonta africana",8,2025,34.874725,-7.70895
"Felidae","Panthera leo",8,2025,34.830485,-2.332424
"Felidae","Panthera leo",1,2017,34.964558,-2.906603
"Elephantidae","Loxodonta africana",6,2025,36.172677,-4.000659
"Elephantidae","Loxodonta africana",1,2018,36.180846,-3.89746
"Felidae","Panthera leo",1,2018,36.019015,-3.96114
"Elephantidae","Loxodonta africana",8,2025,36.002707,-4.084384
"Elephantidae","Loxodonta africana",6,2025,35.617261,-3.649465
"Felidae","Panthera leo",7,2025,36.06947,-4.017084
"Elephantidae","Loxodonta africana",8,2024,36.024269,-4.12051
"Felidae","Panthera leo",10,2024,34.546494,-2.339236
"Elephantidae","Loxodonta africana",10,2024,35.079601,-2.433246
"Elephantidae","Loxodonta africana",8,2025,35.898844,-3.619058
"Felidae","Panthera leo",1,2018,34.968556,-2.395203
"Elephantidae","Loxodonta africana",10,2024,34.838136,-2.559381
"Felidae","Panthera leo",2,2025,35.558093,-3.135741
"Elephantidae","Loxodonta africana",10,2024,34.644046,-1.97974
"Bovidae","Syncerus caffer",10,2024,35.565707,-3.325838
"Felidae","Panthera leo",2,2018,34.849261,-2.563949
"Felidae","Panthera pardus",7,2025,34.870145,-7.462936
"Elephantidae","Loxodonta africana",6,2025,35.725571,-3.649313
"Elephantidae","Loxodonta africana",10,2024,34.604742,-1.819664
"Felidae","Panthera leo",8,2025,35.09263,-2.619962
"Felidae","Panthera pardus",10,2024,33.283874,-7.726542
"Bovidae","Syncerus caffer",8,2025,35.438316,-3.110407
"Rhinocerotidae","Diceros bicornis",1,2018,35.431543,-3.397512
"Elephantidae","Loxodonta africana",6,2025,35.665342,-3.60655
"Elephantidae","Loxodonta africana",10,2024,34.675861,-1.904226
"Elephantidae","Loxodonta africana",8,2025,36.090003,-3.965207
"Elephantidae","Loxodonta africana",7,2025,36.014841,-4.119387
"Bovidae","Syncerus caffer",6,2023,36.974836,-3.241872
"Felidae","Panthera leo",8,2025,34.954742,-2.288374
"Elephantidae","Loxodonta africana",1,2018,34.804378,-2.455167
"Felidae","Panthera leo",7,2025,34.58113,-1.474449
"Felidae","Panthera leo",8,2025,34.819479,-2.307745
"Bovidae","Syncerus caffer",8,2025,36.925524,-3.320706
"Felidae","Panthera leo",2,2025,35.536507,-3.179476
"Elephantidae","Loxodonta africana",7,2025,36.196785,-3.844793
"Felidae","Panthera leo",10,2024,35.024886,-2.571178
"Elephantidae","Loxodonta africana",8,2025,36.161483,-3.747574
"Felidae","Panthera leo",10,2024,34.798074,-1.88285
"Felidae","Panthera leo",10,2024,34.632873,-2.53549
"Felidae","Panthera leo",8,2025,35.161509,-2.700365
"Bovidae","Syncerus caffer",10,2024,35.42318,-3.205212
"Felidae","Panthera pardus",10,2024,34.902416,-2.359613
"Felidae","Panthera leo",8,2025,35.594807,-3.102967
"Bovidae","Syncerus caffer",10,2024,34.61048,-1.916815
"Felidae","Panthera leo",8,2024,35.551497,-2.897038
"Elephantidae","Loxodonta africana",2,2025,36.190987,-4.181486
"Felidae","Panthera pardus",9,2025,35.442756,-3.048873
"Bovidae","Syncerus caffer",8,2025,34.892794,-2.307467
"Felidae","Panthera leo",6,2025,34.935623,-2.554618
"Felidae","Panthera leo",2,2025,35.338393,-3.170863
"Felidae","Panthera leo",10,2024,35.107534,-2.707866
"Felidae","Panthera pardus",8,2025,34.847605,-2.372911
"Felidae","Panthera leo",6,2025,34.908909,-2.438468
"Elephantidae","Loxodonta africana",8,2025,34.886249,-2.583809
"Elephantidae","Loxodonta africana",6,2025,34.852316,-2.576339
"Bovidae","Syncerus caffer",1,2018,34.675895,-2.794131
"Felidae","Panthera pardus",1,2017,34.855248,-2.548542
"Elephantidae","Loxodonta africana",8,2025,35.883751,-3.718963
"Elephantidae","Loxodonta africana",10,2024,34.998922,-2.425856
"Elephantidae","Loxodonta africana",6,2025,34.953033,-2.419586
"Bovidae","Syncerus caffer",6,2025,35.453296,-3.13679
"Felidae","Panthera pardus",8,2025,34.987317,-2.488994
"Bovidae","Syncerus caffer",8,2025,36.858632,-3.385386
"Bovidae","Syncerus caffer",8,2024,34.951406,-2.582608
"Felidae","Panthera leo",7,2025,35.405028,-3.161003
"Felidae","Panthera leo",5,2025,36.023295,-4.077936
"Elephantidae","Loxodonta africana",2,2018,35.524193,-3.2707
"Felidae","Panthera leo",8,2025,34.974217,-7.63853
"Elephantidae","Loxodonta africana",6,2025,34.91519,-2.442226
"Elephantidae","Loxodonta africana",8,2024,36.536899,-7.756772
"Bovidae","Syncerus caffer",8,2025,34.932869,-2.321164
"Elephantidae","Loxodonta africana",7,2025,35.577148,-1.989916
"Bovidae","Syncerus caffer",6,2025,36.169466,-4.193927
"Elephantidae","Loxodonta africana",1,2018,35.889881,-3.270777
"Felidae","Panthera pardus",6,2025,36.170254,-4.020457
"Felidae","Panthera leo",6,2025,34.994378,-2.570985
"Bovidae","Syncerus caffer",8,2025,35.685349,-3.093961
"Felidae","Panthera leo",6,2025,35.708421,-3.670211
"Felidae","Panthera pardus",2,2025,36.186854,-4.049263
"Bovidae","Syncerus caffer",6,2025,34.955581,-2.410944
"Bovidae","Syncerus caffer",1,2018,35.910461,-3.539411
"Felidae","Panthera leo",6,2025,34.910322,-2.436841
"Felidae","Panthera leo",7,2025,34.818441,-2.530437
"Elephantidae","Loxodonta africana",10,2024,34.917168,-1.831369
"Felidae","Panthera leo",10,2024,34.624264,-1.910488
"Bovidae","Syncerus caffer",1,2018,34.768456,-2.357523
"Elephantidae","Loxodonta africana",8,2025,35.524187,-3.067831
"Elephantidae","Loxodonta africana",10,2024,34.606916,-1.863084
"Elephantidae","Loxodonta africana",7,2025,34.876633,-2.25593
"Elephantidae","Loxodonta africana",6,2025,35.72383,-3.696278
"Bovidae","Syncerus caffer",2,2018,35.556264,-3.035189
"Felidae","Panthera leo",10,2024,35.081689,-2.406043
"Felidae","Panthera leo",7,2025,34.872112,-2.575031
"Rhinocerotidae","Diceros bicornis",10,2024,35.437766,-2.978893
"Felidae","Panthera leo",10,2024,35.080361,-2.434393
"Rhinocerotidae","Diceros bicornis",6,2025,35.567761,-3.178791
"Bovidae","Syncerus caffer",9,2025,36.996116,-3.232479
"Bovidae","Syncerus caffer",6,2025,38.647833,-7.953673
"Felidae","Panthera leo",7,2025,34.820195,-2.517007
"Bovidae","Syncerus caffer",10,2024,35.228868,-3.167559
"Elephantidae","Loxodonta africana",8,2025,34.901596,-2.411293
"Felidae","Panthera leo",8,2025,35.515468,-3.373042
"Felidae","Panthera leo",8,2025,35.051658,-2.707957
"Felidae","Panthera leo",2,2025,35.443753,-3.005295
"Bovidae","Syncerus caffer",8,2025,34.900781,-2.584074
"Felidae","Panthera leo",8,2025,34.868504,-2.210035
"Felidae","Panthera pardus",6,2025,37.14774,-7.302937
"Felidae","Panthera leo",6,2025,35.557633,-3.142336
"Felidae","Panthera pardus",7,2025,34.91982,-2.590369
"Rhinocerotidae","Diceros bicornis",8,2024,35.597806,-2.995197
"Elephantidae","Loxodonta africana",10,2024,34.85954,-2.407602
"Felidae","Panthera leo",8,2025,35.545801,-3.121073
"Felidae","Panthera leo",6,2025,35.580573,-3.086999
"Elephantidae","Loxodonta africana",8,2025,34.630856,-2.354235
"Elephantidae","Loxodonta africana",8,2025,34.972557,-2.416765
"Rhinocerotidae","Diceros bicornis",10,2014,35.439195,-3.103076
"Felidae","Panthera pardus",7,2025,34.899174,-2.547832
"Felidae","Panthera pardus",7,2025,34.882676,-2.509421
"Felidae","Panthera leo",8,2025,34.849182,-2.642974
"Felidae","Panthera pardus",8,2025,34.865705,-2.728883
"Bovidae","Syncerus caffer",8,2025,36.12311,-3.720788
"Elephantidae","Loxodonta africana",8,2025,35.876103,-3.774562
"Bovidae","Syncerus caffer",5,2025,36.892319,-3.247102
"Felidae","Panthera leo",2,2020,34.121587,-5.57114
"Elephantidae","Loxodonta africana",6,2023,34.839034,-2.449361
"Felidae","Panthera leo",8,2025,34.700778,-1.921822
"Bovidae","Syncerus caffer",7,2025,35.563669,-3.086747
"Felidae","Panthera pardus",8,2025,34.812676,-2.918177
"Elephantidae","Loxodonta africana",6,2025,34.875661,-7.703703
"Bovidae","Syncerus caffer",6,2025,34.809178,-7.768917
"Felidae","Panthera leo",2,2020,35.313724,-5.884646
"Elephantidae","Loxodonta africana",8,2025,35.926319,-3.77333
"Bovidae","Syncerus caffer",8,2025,34.883103,-2.240617
"Elephantidae","Loxodonta africana",6,2023,36.073463,-3.765597
"Felidae","Panthera pardus",8,2025,34.903206,-2.604596
"Elephantidae","Loxodonta africana",8,2025,35.903813,-3.707884
"Elephantidae","Loxodonta africana",8,2025,36.113136,-4.178035
"Elephantidae","Loxodonta africana",8,2025,36.016317,-3.701826
"Felidae","Panthera leo",8,2025,34.96915,-2.744584
"Felidae","Panthera leo",8,2025,35.579192,-3.342623
"Bovidae","Syncerus caffer",8,2025,34.463228,-2.017159
"Elephantidae","Loxodonta africana",7,2025,35.224573,-1.840662
"Felidae","Panthera leo",6,2023,35.557209,-3.173624
"Elephantidae","Loxodonta africana",8,2025,35.894271,-3.776029
"Elephantidae","Loxodonta africana",6,2025,34.978706,-7.771843
"Felidae","Panthera leo",8,2025,35.539739,-3.143783
"Bovidae","Syncerus caffer",8,2025,35.598148,-3.113308
"Elephantidae","Loxodonta africana",7,2025,35.564419,-3.066253
"Bovidae","Syncerus caffer",7,2025,35.465673,-3.325742
"Felidae","Panthera leo",6,2023,34.803309,-2.534736
"Felidae","Panthera leo",6,2023,34.804155,-2.439018
"Bovidae","Syncerus caffer",10,2016,34.75726,-2.275527
"Bovidae","Syncerus caffer",8,2025,35.892674,-3.779874
"Elephantidae","Loxodonta africana",8,2025,36.075179,-3.716584
"Felidae","Panthera leo",8,2025,36.112651,-3.77246
"Bovidae","Syncerus caffer",7,2025,36.803147,-3.303394
"Felidae","Panthera leo",6,2023,34.891248,-2.455283
"Elephantidae","Loxodonta africana",7,2025,34.463057,-1.676476
"Elephantidae","Loxodonta africana",8,2025,36.089457,-4.125304
"Bovidae","Syncerus caffer",8,2025,35.546057,-3.105596
"Bovidae","Syncerus caffer",8,2025,34.939908,-2.375323
"Felidae","Panthera pardus",8,2025,35.94157,-3.635901
"Felidae","Panthera pardus",2,2020,34.696298,-5.863489
"Felidae","Panthera leo",8,2025,34.456789,-2.060512
"Felidae","Panthera leo",8,2025,36.151356,-3.806928
"Felidae","Panthera leo",10,2016,35.555727,-3.308727
"Felidae","Panthera leo",6,2023,35.942262,-3.776681
"Felidae","Panthera leo",8,2025,34.664694,-2.576606
"Felidae","Panthera leo",8,2025,35.562307,-3.096706
"Bovidae","Syncerus caffer",6,2025,38.020395,-7.644034
